Country,Year,Disease Name,Disease Category,PrevalenceRate,IncidenceRate,MortalityRate,AgeMin,AgeMax,Gender,Population Affected,HealthcareAccess,Doctors per 1000,Hospital Beds per 1000,Treatment Type,AvgTreatmentCost USD,VaccineAvailable,RecoveryRate,DALYs,Improvement5Yr,PerCapitaIncomeUSD,UrbanizationRate,Disease Category.1,RecoveryRateFlag,CostCategory,IsHighRisk,TestErrorCheck,TestErrorCheck.1
Nigeria,2022,Hypertension,Chronic,10.7,13.52,3.81,36,60,Male,69807,53.61,0.98,2.52,Vaccination,35859,Yes,98.62,4911,6.44,13847,33.1,Cardiovascular,OK,High,Low Risk,0,
Italy,2015,Cancer,Autoimmune,8.77,13.51,5.49,0,18,Female,800148,73.45,3.5,2.27,Medication,18050,Yes,96.96,4717,8.53,26273,52.69,Chronic,OK,Medium,High Risk,0,
South Africa,2004,Asthma,Infectious,12.02,4.28,3.14,19,35,Male,160347,63.27,2.89,2.43,Medication,45908,No,95.67,922,5.32,81241,65.23,Respiratory,OK,High,Low Risk,0,
Japan,2010,Dengue,Parasitic,0.79,10.18,1,36,60,Male,807440,62.47,1.7,8.49,Vaccination,26771,No,73.06,1523,1.55,32712,67.04,Viral,OK,High,Low Risk,0,
South Korea,2000,Cholera,Respiratory,13.58,13.78,9.74,61,60,Other,170019,55.78,2.22,4.42,Surgery,45089,Yes,62.79,4102,1.15,12682,70.44,Bacterial,OK,High,High Risk,0,
Indonesia,2016,Hypertension,Chronic,19.56,12.95,4.41,19,35,Female,202881,75.25,2.87,3.29,Surgery,41751,No,66.66,1188,4.47,61208,35.79,Cardiovascular,OK,High,Low Risk,0,
Brazil,2022,Cancer,Neurological,19.51,4.68,6.78,0,18,Male,277386,95.14,1.57,1.3,Medication,9921,No,69.46,3078,7.88,21863,89.42,Chronic,OK,Low,High Risk,0,
Canada,2009,Ebola,Parasitic,2.55,6.08,7.14,19,35,Other,6835,61.58,4.47,5.32,Medication,44808,No,51.23,1267,9.97,33833,35.16,Viral,OK,High,High Risk,0,
Japan,2016,Rabies,Metabolic,0.35,5.73,6.89,0,18,Other,757237,90.81,1.39,7.55,Vaccination,4338,No,56.95,3700,1.11,17309,58.2,Viral,OK,Low,High Risk,0,
South Korea,2002,Hypertension,Bacterial,7.84,5.73,7.7,19,35,Female,530707,84.97,1.72,1.23,Vaccination,13363,Yes,86.71,408,4.07,38710,77.85,Cardiovascular,OK,Medium,High Risk,0,
Russia,2009,Cholera,Bacterial,6.84,8.19,4.73,36,60,Female,546672,82.22,0.53,6.1,Therapy,25220,No,57.63,2607,5.74,84253,70.8,Bacterial,OK,High,Low Risk,0,
Nigeria,2006,Dengue,Viral,2.49,2.65,0.64,19,35,Female,664120,58.71,1.74,2.4,Surgery,3754,No,72,412,8.03,67620,51.75,Viral,OK,Low,Low Risk,0,
Japan,2018,Parkinson'S Disease,Bacterial,7.68,14.19,4.9,0,18,Other,216202,58.11,2.35,3.14,Vaccination,14783,Yes,66.2,2494,1.77,24227,40.48,Neurological,OK,Medium,Low Risk,0,
Germany,2024,Covid-19,Chronic,11.57,4.37,3.56,0,18,Other,628890,81.68,3.73,0.87,Vaccination,40335,Yes,56.25,2096,3.94,35316,42.4,Viral,OK,High,Low Risk,0,
Russia,2004,Influenza,Neurological,14.37,11.13,4.69,19,35,Other,998956,65.47,4.18,7.48,Medication,7421,Yes,79.42,4150,2.08,38735,21.93,Viral,OK,Low,Low Risk,0,
Argentina,2023,Zika,Metabolic,15.4,5.7,3.92,36,60,Female,102457,80.43,2.42,8.41,Vaccination,33421,No,71.49,1560,7.06,88768,60.73,Viral,OK,High,Low Risk,0,
Turkey,2022,Cancer,Bacterial,8.03,14.96,7.94,0,18,Other,964998,60.11,3.29,5.03,Vaccination,7988,Yes,72.57,182,8.91,66831,51.18,Chronic,OK,Low,High Risk,0,
Uk,2016,Cancer,Bacterial,12.05,7.3,2.3,36,60,Male,186073,84.87,3.77,5.49,Vaccination,21499,Yes,76.48,220,8.58,86535,73.85,Chronic,OK,Medium,Low Risk,0,
Brazil,2020,Influenza,Parasitic,18.96,4.01,2.24,19,35,Male,371662,53.04,3.14,7.51,Surgery,22872,Yes,77.2,4899,4.11,50310,35.67,Viral,OK,Medium,Low Risk,0,
India,2011,Leprosy,Chronic,3.02,9.29,9.63,19,35,Female,350565,58.18,3.3,5.26,Medication,16218,No,93.94,1449,8.71,19291,29.16,Bacterial,OK,Medium,High Risk,0,
Saudi Arabia,2023,Alzheimer'S Disease,Chronic,5.29,6.05,2.15,61,60,Male,445987,77.18,2.92,7.49,Surgery,15481,No,98.22,4145,7.33,73237,29.03,Neurological,OK,Medium,Low Risk,0,
Germany,2010,Leprosy,Genetic,13.34,0.63,2.04,0,18,Female,840202,89.2,4.95,6.23,Vaccination,20644,Yes,69.8,1449,4.56,42784,75.58,Bacterial,OK,Medium,Low Risk,0,
China,2006,Cancer,Metabolic,11.86,13.17,9.65,36,60,Female,996846,51.81,2.83,1.68,Vaccination,37211,No,97.44,2060,8.66,30653,70.49,Chronic,OK,High,High Risk,0,
Turkey,2004,Dengue,Genetic,10.78,10.07,3.49,19,35,Male,117012,73.04,0.62,4.24,Medication,23066,No,94.31,3949,6.7,32631,79.18,Viral,OK,Medium,Low Risk,0,
Argentina,2010,Polio,Autoimmune,19.66,10.35,1.26,61,60,Other,265129,96.06,1.86,1.23,Therapy,4194,No,80.04,4589,4.43,81093,86.06,Viral,OK,Low,Low Risk,0,
Canada,2007,Alzheimer'S Disease,Bacterial,15.92,5.09,1.37,0,18,Female,680804,75.42,3.49,5.11,Vaccination,16801,No,86.18,23,6.68,36111,86.78,Neurological,OK,Medium,Low Risk,0,
China,2016,Zika,Autoimmune,3.54,8.01,2.54,0,18,Female,57972,51.74,1.27,9.29,Vaccination,29029,Yes,98.24,2023,4.33,81521,34.75,Viral,OK,High,Low Risk,0,
South Africa,2007,Alzheimer'S Disease,Parasitic,5.93,14.35,4.63,19,35,Male,209096,54.72,3.25,3.39,Surgery,7188,No,89.57,590,2.95,61578,80.99,Neurological,OK,Low,Low Risk,0,
Japan,2003,Rabies,Neurological,17.76,4.28,3.01,19,35,Female,155557,76.04,3.56,8.28,Vaccination,26519,Yes,97.47,3100,6.6,28064,58.18,Viral,OK,High,Low Risk,0,
Mexico,2022,Rabies,Bacterial,12.39,13.49,7.72,61,60,Female,314577,63.32,1.11,1.09,Surgery,9664,No,80.68,3795,5.92,62311,26.55,Viral,OK,Low,High Risk,0,
China,2013,Cancer,Respiratory,10.8,6.93,4.05,0,18,Female,905199,86.08,4.19,6.13,Medication,14228,Yes,72.67,3463,3.5,87457,37.28,Chronic,OK,Medium,Low Risk,0,
Argentina,2009,Covid-19,Bacterial,15.12,10.72,5.99,19,35,Other,85551,63.16,2.49,6.11,Medication,4496,Yes,93.25,3907,9.17,86385,39.18,Viral,OK,Low,High Risk,0,
Turkey,2002,Ebola,Viral,1.58,4.33,3.44,36,60,Male,799154,61.48,1.51,3.07,Medication,24263,No,56.3,3914,7.84,8066,24.81,Viral,OK,Medium,Low Risk,0,
Russia,2022,Hepatitis,Chronic,6.9,0.92,7.05,36,60,Male,721846,65.48,0.53,7.01,Vaccination,25241,No,92.24,15,9.31,29074,22.36,Viral,OK,High,High Risk,0,
France,2003,Hiv/Aids,Parasitic,5.73,11.19,5.86,36,60,Other,968168,51.57,4.15,5.88,Medication,25584,Yes,63.76,3600,8.36,78734,51.98,Viral,OK,High,High Risk,0,
Mexico,2017,Hypertension,Neurological,12.8,0.96,8.07,36,60,Female,822326,94.02,2.91,0.9,Vaccination,35440,Yes,86.1,4537,1.79,73125,83.16,Cardiovascular,OK,High,High Risk,0,
Indonesia,2021,Hepatitis,Respiratory,10.44,7.95,6.82,0,18,Female,285432,51.1,2.3,7.12,Surgery,19662,No,71.94,3905,6.02,72468,23.08,Viral,OK,Medium,High Risk,0,
France,2017,Zika,Respiratory,17.25,9.27,9.08,0,18,Male,469085,87.52,1.17,6.97,Surgery,37550,Yes,60.45,2202,6.35,12836,49.2,Viral,OK,High,High Risk,0,
China,2006,Ebola,Respiratory,9.98,9.82,7.35,36,60,Male,274807,92.86,1.78,6.66,Surgery,9439,No,98.7,3133,8.21,26343,41.17,Viral,OK,Low,High Risk,0,
South Africa,2003,Ebola,Bacterial,8.8,9.41,6.35,36,60,Female,273923,94.43,1.07,9.31,Vaccination,24079,No,56.81,2126,4.41,41826,47.74,Viral,OK,Medium,High Risk,0,
Saudi Arabia,2012,Diabetes,Chronic,10.31,10.69,8.31,0,18,Female,606557,83.79,4.59,2.46,Surgery,44372,No,79.3,742,1.45,25781,44.29,Metabolic,OK,High,High Risk,0,
Argentina,2009,Measles,Metabolic,15,5.97,3.27,61,60,Male,540890,92.09,1.15,0.54,Therapy,13764,No,86.22,4382,8.27,93329,74.95,Viral,OK,Medium,Low Risk,0,
India,2005,Alzheimer'S Disease,Cardiovascular,19.09,3.42,3.19,0,18,Other,373022,69.81,1.53,2.84,Therapy,11365,Yes,96.1,2662,3.16,44813,40.13,Neurological,OK,Medium,Low Risk,0,
Brazil,2008,Measles,Autoimmune,15.79,12.96,0.97,61,60,Male,736559,79.2,2.71,9.34,Medication,28459,No,89.24,3049,1.87,84762,84.96,Viral,OK,High,Low Risk,0,
Brazil,2007,Hypertension,Genetic,12.54,10.02,7.12,19,35,Female,914033,68.38,2.98,2.99,Vaccination,49327,No,92.2,2525,1.92,57374,53.87,Cardiovascular,OK,High,High Risk,0,
Japan,2005,Alzheimer'S Disease,Parasitic,1.29,10.07,7.14,0,18,Male,862148,55,4.92,5.52,Medication,37905,Yes,92.79,1953,9.93,98031,41.25,Neurological,OK,High,High Risk,0,
Japan,2008,Polio,Chronic,8.2,8.64,1.36,36,60,Male,318782,89.16,4.33,4.79,Therapy,6463,No,95.29,3865,5.35,9440,44.2,Viral,OK,Low,Low Risk,0,
South Africa,2012,Hypertension,Autoimmune,8.02,5.9,8.11,61,60,Other,850203,92.27,1.73,7.65,Medication,33238,No,67.03,2846,0.97,1001,63.64,Cardiovascular,OK,High,High Risk,0,
Mexico,2001,Asthma,Chronic,13.35,11.26,3.42,19,35,Male,764642,80.88,2.4,2.57,Vaccination,14751,Yes,65.89,77,4.45,71679,52.08,Respiratory,OK,Medium,Low Risk,0,
Turkey,2022,Cholera,Autoimmune,16.83,6.54,0.71,0,18,Other,456036,56.29,4.5,1.75,Therapy,9638,No,55.43,3859,0.94,51064,88.41,Bacterial,OK,Low,Low Risk,0,
Usa,2012,Hypertension,Autoimmune,19.51,13.48,0.3,0,18,Male,989605,62.19,3.91,1.23,Surgery,39835,Yes,53.18,1608,2.2,78103,33.5,Cardiovascular,OK,High,Low Risk,0,
